timestamp	temperature [°C]	rainfall [mm]
2022-08-23T20:00:00.000+09:00	28.8	0
2022-08-23T21:00:00.000+09:00	28.7	0
2022-08-23T22:00:00.000+09:00	28.8	0
2022-08-23T23:00:00.000+09:00	28.4	0
2022-08-24T00:00:00.000+09:00	28.2	0
2022-08-24T01:00:00.000+09:00	27.9	0
2022-08-24T02:00:00.000+09:00	27.8	0
2022-08-24T03:00:00.000+09:00	27.3	0
2022-08-24T04:00:00.000+09:00	27.1	0
2022-08-24T05:00:00.000+09:00	26.5	0
2022-08-24T06:00:00.000+09:00	27.2	0
2022-08-24T07:00:00.000+09:00	28.6	0
2022-08-24T08:00:00.000+09:00	29.8	0
2022-08-24T09:00:00.000+09:00	31.5	0
2022-08-24T10:00:00.000+09:00	32.0	0
2022-08-24T11:00:00.000+09:00	31.3	0
2022-08-24T12:00:00.000+09:00	30.8	0.0
2022-08-24T13:00:00.000+09:00	29.2	0.0
2022-08-24T14:00:00.000+09:00	31.3	0.0
2022-08-24T15:00:00.000+09:00	29.9	0
2022-08-24T16:00:00.000+09:00	29.4	0
2022-08-24T17:00:00.000+09:00	28.3	0
2022-08-24T18:00:00.000+09:00	27.1	0.0
2022-08-24T19:00:00.000+09:00	24.7	0.0
2022-08-24T20:00:00.000+09:00	24.0	1.0
2022-08-24T21:00:00.000+09:00	25.2	0.0
2022-08-24T22:00:00.000+09:00	23.8	0.5
2022-08-24T23:00:00.000+09:00	23.3	0.5
2022-08-25T00:00:00.000+09:00	23.1	0
2022-08-25T01:00:00.000+09:00	23.7	0.0
2022-08-25T02:00:00.000+09:00	23.8	0
2022-08-25T03:00:00.000+09:00	23.8	0
2022-08-25T04:00:00.000+09:00	23.8	0.0
2022-08-25T05:00:00.000+09:00	23.7	0
2022-08-25T06:00:00.000+09:00	24.1	0
2022-08-25T07:00:00.000+09:00	24.7	0
2022-08-25T08:00:00.000+09:00	24.5	0
2022-08-25T09:00:00.000+09:00	24.9	0
2022-08-25T10:00:00.000+09:00	25.9	0
2022-08-25T11:00:00.000+09:00	25.6	0
2022-08-25T12:00:00.000+09:00	28.0	0
2022-08-25T13:00:00.000+09:00	28.7	0
2022-08-25T14:00:00.000+09:00	28.1	0
2022-08-25T15:00:00.000+09:00	27.4	0
2022-08-25T16:00:00.000+09:00	28.4	0
2022-08-25T17:00:00.000+09:00	27.6	0
2022-08-25T18:00:00.000+09:00	26.9	0
2022-08-25T19:00:00.000+09:00	26.3	0
2022-08-25T20:00:00.000+09:00	25.3	0.0
2022-08-25T21:00:00.000+09:00	25.6	0.0
2022-08-25T22:00:00.000+09:00	25.5	0
2022-08-25T23:00:00.000+09:00	25.5	0
2022-08-26T00:00:00.000+09:00	25.7	0
2022-08-26T01:00:00.000+09:00	25.6	0
2022-08-26T02:00:00.000+09:00	25.5	0.0
2022-08-26T03:00:00.000+09:00	24.4	0.0
2022-08-26T04:00:00.000+09:00	24.4	0.0
2022-08-26T05:00:00.000+09:00	24.6	0.0
2022-08-26T06:00:00.000+09:00	25.2	0
2022-08-26T07:00:00.000+09:00	25.6	0
2022-08-26T08:00:00.000+09:00	26.0	0
2022-08-26T09:00:00.000+09:00	26.4	0
2022-08-26T10:00:00.000+09:00	28.3	0
2022-08-26T11:00:00.000+09:00	28.5	0
2022-08-26T12:00:00.000+09:00	29.4	0
2022-08-26T13:00:00.000+09:00	30.4	0
2022-08-26T14:00:00.000+09:00	30.3	0
2022-08-26T15:00:00.000+09:00	29.6	0.0
2022-08-26T16:00:00.000+09:00	27.4	3.5
2022-08-26T17:00:00.000+09:00	27.4	0
2022-08-26T18:00:00.000+09:00	27.0	0
2022-08-26T19:00:00.000+09:00	26.7	0
2022-08-26T20:00:00.000+09:00	27.2	0
2022-08-26T21:00:00.000+09:00	27.2	0
2022-08-26T22:00:00.000+09:00	26.9	0
2022-08-26T23:00:00.000+09:00	27.4	0
2022-08-27T00:00:00.000+09:00	27.1	0
2022-08-27T01:00:00.000+09:00	26.8	0
2022-08-27T02:00:00.000+09:00	26.8	0
2022-08-27T03:00:00.000+09:00	26.7	0
2022-08-27T04:00:00.000+09:00	26.8	0.0
2022-08-27T05:00:00.000+09:00	26.8	0.0
2022-08-27T06:00:00.000+09:00	26.6	0.0
2022-08-27T07:00:00.000+09:00	26.9	0
2022-08-27T08:00:00.000+09:00	28.4	0
2022-08-27T09:00:00.000+09:00	30.6	0
2022-08-27T10:00:00.000+09:00	31.3	0
2022-08-27T11:00:00.000+09:00	31.5	0
2022-08-27T12:00:00.000+09:00	32.6	0
2022-08-27T13:00:00.000+09:00	33.1	0
2022-08-27T14:00:00.000+09:00	32.2	0
2022-08-27T15:00:00.000+09:00	31.0	0
2022-08-27T16:00:00.000+09:00	31.4	0
2022-08-27T17:00:00.000+09:00	30.0	0
2022-08-27T18:00:00.000+09:00	29.0	0
2022-08-27T19:00:00.000+09:00	28.4	0
2022-08-27T20:00:00.000+09:00	28.0	0
2022-08-27T21:00:00.000+09:00	27.9	0
2022-08-27T22:00:00.000+09:00	27.6	0
2022-08-27T23:00:00.000+09:00	28.0	0
2022-08-28T00:00:00.000+09:00	27.7	0
2022-08-28T01:00:00.000+09:00	27.6	0
2022-08-28T02:00:00.000+09:00	27.1	0
2022-08-28T03:00:00.000+09:00	26.0	0
2022-08-28T04:00:00.000+09:00	26.1	0
2022-08-28T05:00:00.000+09:00	25.7	0.0
2022-08-28T06:00:00.000+09:00	25.3	0
2022-08-28T07:00:00.000+09:00	25.3	0.0
2022-08-28T08:00:00.000+09:00	24.6	0.0
2022-08-28T09:00:00.000+09:00	22.9	1.5
2022-08-28T10:00:00.000+09:00	22.7	1.5
2022-08-28T11:00:00.000+09:00	22.4	1.0
2022-08-28T12:00:00.000+09:00	23.3	0.5
2022-08-28T13:00:00.000+09:00	22.3	0.5
2022-08-28T14:00:00.000+09:00	22.6	0.0
2022-08-28T15:00:00.000+09:00	23.0	0.0
2022-08-28T16:00:00.000+09:00	23.1	0
2022-08-28T17:00:00.000+09:00	22.9	0
2022-08-28T18:00:00.000+09:00	22.8	0
2022-08-28T19:00:00.000+09:00	22.4	0
2022-08-28T20:00:00.000+09:00	22.3	0
2022-08-28T21:00:00.000+09:00	22.1	0
2022-08-28T22:00:00.000+09:00	22.0	0
2022-08-28T23:00:00.000+09:00	21.8	0
2022-08-29T00:00:00.000+09:00	21.7	0
2022-08-29T01:00:00.000+09:00	21.4	0
2022-08-29T02:00:00.000+09:00	21.8	0
2022-08-29T03:00:00.000+09:00	21.7	0
2022-08-29T04:00:00.000+09:00	21.6	0
2022-08-29T05:00:00.000+09:00	21.3	0
2022-08-29T06:00:00.000+09:00	21.3	0
2022-08-29T07:00:00.000+09:00	22.1	0
2022-08-29T08:00:00.000+09:00	23.8	0
2022-08-29T09:00:00.000+09:00	25.0	0
2022-08-29T10:00:00.000+09:00	25.3	0
2022-08-29T11:00:00.000+09:00	26.1	0
2022-08-29T12:00:00.000+09:00	26.2	0.0
2022-08-29T13:00:00.000+09:00	27.2	0
2022-08-29T14:00:00.000+09:00	26.6	0
2022-08-29T15:00:00.000+09:00	25.9	0
2022-08-29T16:00:00.000+09:00	25.0	0.0
2022-08-29T17:00:00.000+09:00	24.7	0.0
2022-08-29T18:00:00.000+09:00	23.8	0.0
2022-08-29T19:00:00.000+09:00	20.2	0.5
2022-08-29T20:00:00.000+09:00	21.2	0
2022-08-29T21:00:00.000+09:00	21.8	0
2022-08-29T22:00:00.000+09:00	22.0	0.0
2022-08-29T23:00:00.000+09:00	21.7	0
2022-08-30T00:00:00.000+09:00	22.0	0.0
2022-08-30T01:00:00.000+09:00	21.7	0.0
2022-08-30T02:00:00.000+09:00	21.2	0
2022-08-30T03:00:00.000+09:00	20.7	0.0
2022-08-30T04:00:00.000+09:00	20.4	0.0
2022-08-30T05:00:00.000+09:00	20.3	0.0
2022-08-30T06:00:00.000+09:00	20.8	0.0
2022-08-30T07:00:00.000+09:00	21.2	0.0
2022-08-30T08:00:00.000+09:00	21.8	0.0
2022-08-30T09:00:00.000+09:00	22.7	0
2022-08-30T10:00:00.000+09:00	24.6	0
2022-08-30T11:00:00.000+09:00	25.9	0
2022-08-30T12:00:00.000+09:00	25.0	0.0
2022-08-30T13:00:00.000+09:00	25.6	0.0
2022-08-30T14:00:00.000+09:00	25.6	0.0
2022-08-30T15:00:00.000+09:00	25.1	0.0
2022-08-30T16:00:00.000+09:00	23.9	0.5
2022-08-30T17:00:00.000+09:00	23.3	0.5
2022-08-30T18:00:00.000+09:00	23.1	0.0
2022-08-30T19:00:00.000+09:00	22.6	1.0
2022-08-30T20:00:00.000+09:00	22.6	0.0
2022-08-30T21:00:00.000+09:00	22.5	0.0
2022-08-30T22:00:00.000+09:00	22.3	2.5
2022-08-30T23:00:00.000+09:00	22.5	0.0
2022-08-31T00:00:00.000+09:00	22.4	0.5
2022-08-31T01:00:00.000+09:00	22.5	0
2022-08-31T02:00:00.000+09:00	22.6	0.0
2022-08-31T03:00:00.000+09:00	22.4	0.0
2022-08-31T04:00:00.000+09:00	22.7	0.5
2022-08-31T05:00:00.000+09:00	22.7	0.0
2022-08-31T06:00:00.000+09:00	23.2	0.0
2022-08-31T07:00:00.000+09:00	23.7	0.5
2022-08-31T08:00:00.000+09:00	24.5	0.0
2022-08-31T09:00:00.000+09:00	26.6	0.0
2022-08-31T10:00:00.000+09:00	28.0	0.0
2022-08-31T11:00:00.000+09:00	29.5	0
2022-08-31T12:00:00.000+09:00	31.4	0
2022-08-31T13:00:00.000+09:00	31.6	0
2022-08-31T14:00:00.000+09:00	31.3	0
2022-08-31T15:00:00.000+09:00	31.9	0
2022-08-31T16:00:00.000+09:00	31.4	0
2022-08-31T17:00:00.000+09:00	30.1	0
2022-08-31T18:00:00.000+09:00	28.8	0
2022-08-31T19:00:00.000+09:00	28.0	0
2022-08-31T20:00:00.000+09:00	27.9	0
2022-08-31T21:00:00.000+09:00	27.8	0
2022-08-31T22:00:00.000+09:00	27.4	0
2022-08-31T23:00:00.000+09:00	27.4	0
